Species,Barcode,State,Variegation,Long_petiole_hair,Short_petiole_hair,Upper_lamina_hair,Tooth_length,Tooth_Width,Flower_length,Hypanthium_long,Hypanthium_short,Flower_width,Stamen_length,Style_length,Pedicel_lengths,Cymule_branches,Thyrse_length
Heuchera americana var. hirsuticaulis,E1710,Oklahoma,None,2.260,0.617,0.000,,,,,,,,,,,
Heuchera americana var. hirsuticaulis,E1710,Oklahoma,None,1.649,0.538,0.000,,,,,,,,,,,
Heuchera americana var. hirsuticaulis,E1711,Oklahoma,None,1.151,0.717,0.000,2.139,4.314,4.026,,,2.914,3.267,4.367,1.497,12.854,644.807
Heuchera americana var. hirsuticaulis,E1711,Oklahoma,None,1.293,0.692,0.000,2.638,5.103,3.790,1.561,1.505,2.112,3.951,4.168,2.102,17.837,
Heuchera americana var. hirsuticaulis,E1711,Oklahoma,None,1.167,0.756,0.000,1.253,4.342,,,,,3.314,,1.801,11.880,
Heuchera americana var. hirsuticaulis,E441,Tennessee,None,1.396,0.673,1.030,2.279,7.393,4.150,0.975,0.914,3.318,3.404,3.339,6.348,14.391,723.644
Heuchera americana var. hirsuticaulis,E441,Tennessee,None,1.146,0.606,1.008,2.080,7.213,3.728,1.008,0.530,3.096,3.261,3.777,12.105,15.402,
Heuchera americana var. hirsuticaulis,E441,Tennessee,None,1.640,0.867,1.379,1.358,5.327,3.762,0.721,0.541,3.130,3.358,3.416,4.104,15.235,
Heuchera americana var. hirsuticaulis,E442,Tennessee,None,1.135,0.831,1.035,1.301,4.443,,,,,,,,,600.359
Heuchera americana var. hirsuticaulis,E442,Tennessee,None,1.547,0.416,0.781,1.138,2.571,,,,,,,,,
Heuchera americana var. hirsuticaulis,E442,Tennessee,None,2.084,0.693,0.867,1.055,3.871,,,,,,,,,
Heuchera americana var. hirsuticaulis,E1543,Tennessee,None,1.900,0.562,0.921,1.301,4.443,3.271,1.172,1.152,2.347,3.315,3.811,2.634,11.899,631.351
Heuchera americana var. hirsuticaulis,E1543,Tennessee,None,1.865,0.651,0.897,1.138,2.571,3.842,1.376,0.852,2.620,3.249,3.499,5.804,10.835,
Heuchera americana var. hirsuticaulis,E1543,Tennessee,None,1.654,0.524,0.931,1.825,3.802,3.472,1.471,0.889,2.581,3.528,3.528,6.342,12.746,
Heuchera americana var. hispida,E1578,Alabama,None,0.000,0.000,0.000,1.596,6.725,,,,,,,,,
Heuchera americana var. hispida,E1578,Alabama,None,0.000,0.000,0.000,2.311,8.919,,,,,,,,,
Heuchera americana var. hispida,E1578,Alabama,None,0.000,0.000,0.000,1.372,3.766,,,,,,,,,
Heuchera americana var. hispida,E1573,Maryland,None,0.000,0.000,0.000,2.371,4.372,,,,,,,,,744.896
Heuchera americana var. hispida,E1573,Maryland,,0.000,0.000,0.000,2.132,4.694,,,,,,,,,
Heuchera americana var. hispida,E1573,Maryland,,0.000,0.000,0.000,2.949,5.805,,,,,,,,,
Heuchera americana var. hispida,E1926,North Carolina,,0.000,0.000,0.000,0.930,4.406,4.808,1.264,0.965,3.126,3.420,3.813,5.140,33.885,656.654
Heuchera americana var. hispida,E1926,North Carolina,,0.000,0.000,0.000,1.884,5.079,3.875,1.117,1.021,2.614,3.342,2.529,4.877,28.141,
Heuchera americana var. hispida,E1926,North Carolina,,0.000,0.000,0.000,1.518,5.625,3.182,0.792,0.364,2.751,2.510,3.182,5.239,24.856,
Heuchera americana var. hispida,E1927,North Carolina,None,0.000,0.000,0.000,1.459,6.526,,,,,,,,,403.991
Heuchera americana var. hispida,E1927,North Carolina,None,0.000,0.000,0.000,2.066,6.718,,,,,,,,,
Heuchera americana var. hispida,E1927,North Carolina,Medium,0.000,0.000,0.000,1.546,5.578,,,,,,,,,
Heuchera americana var. hispida,E1928,North Carolina,None,0.000,0.000,0.000,3.568,6.564,,,,,,,,19.951,780.055
Heuchera americana var. hispida,E1928,North Carolina,None,0.000,0.000,0.000,1.305,4.783,,,,,,,,14.801,
Heuchera americana var. hispida,E1928,North Carolina,None,0.000,0.000,0.000,1.330,6.955,,,,,,,,10.867,
Heuchera americana var. hispida,E1574,West Virginia,None,0.000,0.000,0.000,0.951,2.150,5.693,1.360,0.710,3.511,3.119,3.585,5.500,36.570,976.656
Heuchera americana var. hispida,E1574,West Virginia,None,0.000,0.000,0.000,1.291,2.096,4.793,1.274,0.785,2.677,2.805,3.264,4.017,28.460,
Heuchera americana var. hispida,E1574,West Virginia,None,0.000,0.000,0.000,1.085,2.002,4.762,1.327,1.057,2.699,2.461,3.723,4.958,25.548,
Heuchera americana var. hispida,E1575,West Virginia,None,0.000,0.000,0.000,1.254,3.082,3.710,1.548,1.476,2.489,2.914,1.985,3.027,18.521,810.525
Heuchera americana var. hispida,E1575,West Virginia,None,0.000,0.000,0.000,2.473,7.365,4.939,1.189,1.173,2.633,2.501,1.860,2.095,15.529,
Heuchera americana var. hispida,E1575,West Virginia,None,0.000,0.000,0.000,2.244,6.865,4.519,1.349,1.279,2.617,2.858,1.927,2.608,11.706,
Heuchera americana var. hispida,E1577,West Virginia,None,0.000,0.000,0.000,1.389,3.363,4.601,1.715,1.336,2.767,4.798,3.530,1.915,20.759,583.367
Heuchera americana var. hispida,E1577,West Virginia,None,0.000,0.000,0.000,1.740,4.839,5.389,2.197,1.547,2.552,4.862,3.405,3.187,15.480,638.927
Heuchera americana var. hispida,E1577,West Virginia,None,0.000,0.000,0.000,1.938,4.103,4.959,1.273,0.964,2.440,5.275,3.177,2.212,13.777,
Heuchera americana var. hispida,E1552,Virginia,Low,0.000,0.000,0.000,1.780,3.087,6.041,1.971,1.003,3.001,2.595,2.520,2.639,5.314,624.730
Heuchera americana var. hispida,E1552,Virginia,None,0.000,0.000,0.000,1.979,3.080,5.949,1.366,1.194,3.319,2.272,2.749,3.912,13.734,466.159
Heuchera americana var. hispida,E1552,Virginia,None,0.000,0.000,0.000,1.716,3.031,5.344,1.143,1.116,3.240,3.761,3.092,4.101,11.600,777.201
Heuchera americana var. hispida,E1572,Virginia,None,0.000,0.000,0.000,3.066,7.363,5.052,1.968,1.936,2.572,4.337,3.464,4.105,13.819,
Heuchera americana var. hispida,E1572,Virginia,None,0.000,0.000,0.000,2.761,5.684,5.723,1.159,1.140,3.169,4.035,4.767,2.091,10.799,
Heuchera americana var. hispida,E1572,Virginia,None,0.000,0.000,0.000,5.410,10.963,4.997,1.520,1.136,2.479,4.501,5.368,3.764,,
Heuchera americana var. hispida,E1553,Virginia,,0.000,0.000,0.000,1.929,5.050,7.080,1.812,1.246,4.262,2.320,2.008,1.193,15.382,715.052
Heuchera americana var. hispida,E1553,Virginia,,0.000,0.000,0.000,3.090,7.317,5.082,2.593,2.346,2.091,2.135,1.601,1.978,18.906,643.128
Heuchera americana var. hispida,E1553,Virginia,,0.000,0.000,0.000,1.688,5.849,4.975,2.846,2.202,2.260,1.939,1.796,4.144,12.096,628.040
Heuchera richardonsii,E1794,Colorado,None,0.000,0.000,0.000,1.143,3.257,,,,,,,,,493.509
Heuchera richardonsii,E1794,Colorado,None,0.000,0.000,0.000,1.123,2.677,,,,,,,,,
Heuchera richardonsii,E1794,Colorado,None,0.000,0.000,0.000,1.563,2.797,,,,,,,,,
Heuchera richardonsii,E542,Illinois,None,1.017,0.640,0.000,1.400,4.428,6.086,2.699,1.246,2.181,2.151,2.074,2.444,6.721,515.176
Heuchera richardonsii,E542,Illinois,None,1.062,0.727,0.000,1.346,4.496,,,,,1.908,1.266,3.717,6.088,
Heuchera richardonsii,E542,Illinois,None,1.494,0.981,0.000,1.651,4.952,,,,,2.160,,2.109,12.161,
Heuchera richardonsii,E640,Illinois,None,2.219,0.818,0.000,3.441,9.510,,,,,3.351,,1.161,13.969,743.215
Heuchera richardonsii,E640,Illinois,None,1.835,0.829,0.000,2.694,9.131,,,,,,,1.338,13.032,
Heuchera richardonsii,E640,Illinois,None,1.878,0.827,0.000,1.899,9.211,,,,,,,1.763,5.566,
Heuchera richardonsii,E641,Illinois,None,1.276,0.720,0.000,2.595,6.544,9.812,4.833,3.423,2.637,2.524,1.929,3.637,4.343,652.394
Heuchera richardonsii,E641,Illinois,None,1.197,0.814,0.000,,,,,,,1.231,,4.020,2.506,
Heuchera richardonsii,E641,Illinois,None,1.136,0.689,0.000,,,,,,,1.686,,3.288,3.384,
Heuchera richardonsii,E1795,Indiana,None,1.871,0.925,0.000,2.123,4.926,,,,,2.773,1.333,1.143,16.003,255.368
Heuchera richardonsii,E1795,Indiana,None,1.639,0.916,0.000,2.090,3.895,,,,,2.252,2.718,3.586,13.175,732.890
Heuchera richardonsii,E1795,Indiana,None,1.894,0.746,0.000,2.502,5.221,,,,,2.534,3.061,2.479,21.973,416.902
Heuchera richardonsii,E1796,Indiana,None,1.428,0.718,0.000,6.625,9.846,,,,,2.330,2.422,1.835,9.583,751.312
Heuchera richardonsii,E1796,Indiana,None,1.213,0.658,0.000,5.471,9.870,,,,,2.263,2.734,1.509,8.497,662.458
Heuchera richardonsii,E1796,Indiana,None,1.322,0.532,0.000,2.958,9.081,,,,,2.043,,1.417,14.193,
Heuchera richardonsii,E1781,Iowa,None,1.483,0.710,0.000,2.775,4.585,,,,,2.036,1.673,0.855,9.703,538.415
Heuchera richardonsii,E1781,Iowa,None,1.337,0.774,0.000,1.659,2.823,,,,,2.142,1.769,1.847,12.912,
Heuchera richardonsii,E1781,Iowa,None,1.367,0.534,0.000,1.855,2.855,,,,,1.126,,2.044,5.862,
Heuchera richardonsii,E1787,Iowa,None,1.786,0.681,0.000,1.681,6.854,,,,,1.827,1.601,1.505,21.293,860.534
Heuchera richardonsii,E1787,Iowa,None,1.941,0.514,0.000,2.670,4.817,,,,,1.177,,3.300,19.726,
Heuchera richardonsii,E1787,Iowa,None,1.326,0.858,0.000,1.441,4.495,,,,,1.868,,3.138,16.718,
Heuchera richardonsii,E1785,Iowa,None,2.361,1.113,0.000,1.620,5.310,8.073,4.150,3.259,2.342,1.679,0.810,4.986,11.977,630.359
Heuchera richardonsii,E1785,Iowa,None,1.787,0.972,0.000,2.219,6.045,6.308,3.523,2.944,2.215,1.837,,2.453,5.886,527.722
Heuchera richardonsii,E1785,Iowa,None,1.688,1.034,0.000,2.384,6.298,8.444,2.244,1.973,2.373,2.307,,3.176,14.425,
Heuchera richardonsii,E534,Kansas,None,1.594,0.743,0.000,2.605,4.228,,,,,1.423,,1.515,,489.582
Heuchera richardonsii,E534,Kansas,None,1.254,0.970,0.000,1.739,3.432,,,,,2.137,,2.423,,474.596
Heuchera richardonsii,E534,Kansas,None,1.653,0.735,0.000,1.349,3.918,,,,,1.875,,1.921,,
Heuchera richardonsii,E1797,Kansas,None,1.509,0.949,0.000,2.412,4.726,,,,,2.825,3.067,2.640,10.125,520.352
Heuchera richardonsii,E1797,Kansas,None,1.522,0.764,0.000,2.198,4.274,,,,,2.064,,2.867,13.656,
Heuchera richardonsii,E1797,Kansas,None,1.257,0.781,0.000,1.412,3.464,,,,,,,2.185,10.816,
Heuchera richardonsii,E1798,Minnesota,None,1.230,0.957,0.000,1.717,4.120,,,,,,,,,673.574
Heuchera richardonsii,E1798,Minnesota,None,1.440,0.630,0.000,2.282,6.228,,,,,,,,,
Heuchera richardonsii,E1798,Minnesota,None,0.988,0.934,0.000,2.899,5.935,,,,,,,,,
Heuchera richardonsii,E1799,Missouri,None,1.071,0.923,0.000,2.297,6.536,6.964,1.853,1.193,2.708,4.268,2.181,2.675,8.972,864.034
Heuchera richardonsii,E1799,Missouri,None,1.363,0.573,0.000,1.747,4.018,,,,,2.782,3.120,2.617,7.692,874.667
Heuchera richardonsii,E1799,Missouri,None,0.978,0.824,0.000,2.840,5.267,,,,,3.399,2.814,3.788,20.136,843.173
Heuchera richardonsii,E1800,Missouri,None,1.128,0.878,0.000,3.350,4.438,,,,,1.196,,2.279,13.216,380.751
Heuchera richardonsii,E1800,Missouri,None,1.112,0.775,0.000,2.709,4.230,,,,,2.251,,2.563,14.216,
Heuchera richardonsii,E1800,Missouri,None,1.344,0.701,0.000,2.182,3.323,,,,,2.291,,2.402,12.407,
Heuchera richardonsii,E1801,Missouri,,1.374,1.016,0.000,2.617,7.577,5.299,1.702,0.954,2.666,2.636,2.757,2.249,22.426,731.416
Heuchera richardonsii,E1801,Missouri,,1.714,0.979,0.000,2.417,6.398,4.880,,,2.169,3.461,3.678,2.167,9.999,
Heuchera richardonsii,E1801,Missouri,,1.300,0.865,0.000,,,6.612,3.356,2.870,2.991,3.908,3.356,5.630,13.242,
Heuchera richardonsii,E1802,North Dakota,None,1.092,0.626,0.000,1.969,4.882,,,,,,,1.702,,390.524
Heuchera richardonsii,E1802,North Dakota,None,1.175,0.437,0.000,2.607,4.766,,,,,,,2.251,,
Heuchera richardonsii,E1802,North Dakota,None,0.879,0.847,0.000,1.857,3.048,,,,,,,1.166,,
Heuchera richardonsii,E1803,North Dakota,None,1.092,0.766,0.000,2.954,9.386,8.036,3.644,3.190,3.250,1.992,,2.199,3.826,609.680
Heuchera richardonsii,E1803,North Dakota,None,1.685,0.745,0.000,3.372,8.653,6.975,3.794,2.045,3.104,1.880,,1.263,8.424,
Heuchera richardonsii,E1803,North Dakota,None,0.959,0.717,0.000,2.302,5.116,,,,,1.036,,1.211,4.008,
Heuchera richardonsii,E1804,Oklahoma,None,1.210,0.600,0.000,1.072,2.483,,,,,,,1.853,9.863,751.523
Heuchera richardonsii,E1804,Oklahoma,None,1.427,0.714,0.000,3.163,4.998,,,,,,,3.804,7.885,
Heuchera richardonsii,E1804,Oklahoma,None,1.210,0.778,0.000,1.544,3.549,,,,,,,1.600,6.305,
Heuchera richardonsii,E639,Saskatchewan,None,1.052,0.790,0.000,0.863,2.664,,,,,,,1.854,9.571,340.860
Heuchera richardonsii,E639,Saskatchewan,None,1.087,0.757,0.000,1.099,2.190,,,,,,,2.683,7.067,415.277
Heuchera richardonsii,E639,Saskatchewan,None,0.948,0.725,0.000,1.350,4.792,,,,,,,4.584,3.985,
Heuchera richardonsii,E1789,Wisconsin,None,1.429,0.767,0.000,2.629,5.133,6.108,2.728,2.066,3.328,1.991,1.639,2.804,25.578,634.133
Heuchera richardonsii,E1789,Wisconsin,None,1.289,0.890,0.000,2.526,4.715,,,,,2.154,,2.778,16.386,459.467
Heuchera richardonsii,E1789,Wisconsin,None,1.699,0.924,0.000,2.113,4.027,,,,,2.584,,2.049,,
Heuchera richardonsii,E1790,Wisconsin,None,2.136,1.245,0.000,2.560,5.907,5.055,2.039,1.062,2.657,3.063,2.925,5.057,10.571,680.000
Heuchera richardonsii,E1790,Wisconsin,None,2.069,1.136,0.000,2.774,7.820,5.450,2.458,0.726,3.345,2.224,2.429,2.649,7.810,676.717
Heuchera richardonsii,E1790,Wisconsin,None,1.576,1.190,0.000,2.287,4.876,5.073,2.083,1.101,2.843,1.802,2.566,2.855,9.659,
Heuchera richardonsii,E1791,Wisconsin,None,1.529,1.232,0.000,2.337,3.892,,,,,,3.337,5.104,9.189,826.359
Heuchera richardonsii,E1791,Wisconsin,None,1.552,1.078,0.000,3.301,5.911,,,,,,3.455,1.673,8.344,
Heuchera richardonsii,E1791,Wisconsin,None,1.402,0.719,0.000,3.358,6.563,,,,,,,5.079,11.857,
Heuchera richardonsii,E1805,South Dakota,None,,,,,,,,,,,,,,
Heuchera richardonsii,E1805,South Dakota,None,,,,,,,,,,,,,,
Heuchera richardonsii,E1805,South Dakota,None,,,,,,,,,,,,,,
