Species,Barcode,State,Variegation,Long_petiole_hair,Short_petiole_hair,Upper_lamina_hair,Tooth_length,Tooth_Width,Flower_length,Hypanthium_long,Hypanthium_short,Flower_width,Stamen_length,Style_length,Pedicel_lengths,Cymule_branches,Thyrse_length
HIRSUTICAULIS,E442,Tennessee,None,1.547,0.416,0.781,2.571,1.138,,,,,,,,,
HIRSUTICAULIS,E442,Tennessee,None,2.084,0.693,0.867,3.871,1.055,,,,,,,,,
HIRSUTICAULIS,E1543,Tennessee,None,1.900,0.562,0.921,4.443,1.301,3.271,1.172,1.152,2.347,3.315,3.811,2.634,11.899,631.351
HIRSUTICAULIS,E1543,Tennessee,None,1.865,0.651,0.897,2.571,1.138,3.842,1.376,0.852,2.620,3.249,3.499,5.804,10.835,
HIRSUTICAULIS,E1543,Tennessee,None,1.654,0.524,0.931,3.802,1.825,3.472,1.471,0.889,2.581,3.528,3.528,6.342,12.746,
CALYCOSA,E1578,Alabama,None,0.000,0.000,0.000,6.725,1.596,,,,,,,,,
CALYCOSA,E1578,Alabama,None,0.000,0.000,0.000,8.919,2.311,,,,,,,,,
CALYCOSA,E1578,Alabama,None,0.000,0.000,0.000,3.766,1.372,,,,,,,,,
HISPIDA,E1573,Maryland,None,0.000,0.000,0.000,4.372,2.371,,,,,,,,,744.896
HISPIDA,E1573,Maryland,,0.000,0.000,0.000,4.694,2.132,,,,,,,,,
HISPIDA,E1573,Maryland,,0.000,0.000,0.000,5.805,2.949,,,,,,,,,
HISPIDA,E1926,North Carolina,,0.000,0.000,0.000,4.406,0.930,4.808,1.264,0.965,3.126,3.420,3.813,5.140,33.885,656.654
HISPIDA,E1926,North Carolina,,0.000,0.000,0.000,5.079,1.884,3.875,1.117,1.021,2.614,3.342,2.529,4.877,28.141,
HISPIDA,E1926,North Carolina,,0.000,0.000,0.000,5.625,1.518,3.182,0.792,0.364,2.751,2.510,3.182,5.239,24.856,
HISPIDA,E1927,North Carolina,None,0.000,0.000,0.000,6.526,1.459,,,,,,,,,403.991
HISPIDA,E1927,North Carolina,None,0.000,0.000,0.000,6.718,2.066,,,,,,,,,
HISPIDA,E1927,North Carolina,Medium,0.000,0.000,0.000,5.578,1.546,,,,,,,,,
HISPIDA,E1928,North Carolina,None,0.000,0.000,0.000,6.564,3.568,,,,,,,,19.951,780.055
HISPIDA,E1928,North Carolina,None,0.000,0.000,0.000,4.783,1.305,,,,,,,,14.801,
HISPIDA,E1928,North Carolina,None,0.000,0.000,0.000,6.955,1.330,,,,,,,,10.867,
HISPIDA,E1574,West Virginia,None,0.000,0.000,0.000,2.150,0.951,5.693,1.360,0.710,3.511,3.119,3.585,5.500,36.570,976.656
HISPIDA,E1574,West Virginia,None,0.000,0.000,0.000,2.096,1.291,4.793,1.274,0.785,2.677,2.805,3.264,4.017,28.460,
HISPIDA,E1574,West Virginia,None,0.000,0.000,0.000,2.002,1.085,4.762,1.327,1.057,2.699,2.461,3.723,4.958,25.548,
HISPIDA,E1575,West Virginia,None,0.000,0.000,0.000,3.082,1.254,3.710,1.548,1.476,2.489,2.914,1.985,3.027,18.521,810.525
HISPIDA,E1575,West Virginia,None,0.000,0.000,0.000,7.365,2.473,4.939,1.189,1.173,2.633,2.501,1.860,2.095,15.529,
HISPIDA,E1575,West Virginia,None,0.000,0.000,0.000,6.865,2.244,4.519,1.349,1.279,2.617,2.858,1.927,2.608,11.706,
HISPIDA,E1577,West Virginia,None,0.000,0.000,0.000,3.363,1.389,4.601,1.715,1.336,2.767,4.798,3.530,1.915,20.759,583.367
HISPIDA,E1577,West Virginia,None,0.000,0.000,0.000,4.839,1.740,5.389,2.197,1.547,2.552,4.862,3.405,3.187,15.480,638.927
HISPIDA,E1577,West Virginia,None,0.000,0.000,0.000,4.103,1.938,4.959,1.273,0.964,2.440,5.275,3.177,2.212,13.777,
HISPIDA,E1552,Virginia,Low,0.000,0.000,0.000,3.087,1.780,6.041,1.971,1.003,3.001,2.595,2.520,2.639,5.314,624.730
HISPIDA,E1552,Virginia,None,0.000,0.000,0.000,3.080,1.979,5.949,1.366,1.194,3.319,2.272,2.749,3.912,13.734,466.159
HISPIDA,E1552,Virginia,None,0.000,0.000,0.000,3.031,1.716,5.344,1.143,1.116,3.240,3.761,3.092,4.101,11.600,777.201
HISPIDA,E1572,Virginia,None,0.000,0.000,0.000,7.363,3.066,5.052,1.968,1.936,2.572,4.337,3.464,4.105,13.819,
HISPIDA,E1572,Virginia,None,0.000,0.000,0.000,5.684,2.761,5.723,1.159,1.140,3.169,4.035,4.767,2.091,10.799,
HISPIDA,E1572,Virginia,None,0.000,0.000,0.000,10.963,5.410,4.997,1.520,1.136,2.479,4.501,5.368,3.764,,
HISPIDA,E1553,Virginia,,0.000,0.000,0.000,5.050,1.929,7.080,1.812,1.246,4.262,2.320,2.008,1.193,15.382,715.052
HISPIDA,E1553,Virginia,,0.000,0.000,0.000,7.317,3.090,5.082,2.593,2.346,2.091,2.135,1.601,1.978,18.906,643.128
HISPIDA,E1553,Virginia,,0.000,0.000,0.000,5.849,1.688,4.975,2.846,2.202,2.260,1.939,1.796,4.144,12.096,628.040
RICHARDSONII,E1794,Colorado,None,0.000,0.000,0.000,3.257,1.143,,,,,,,,,493.509
RICHARDSONII,E1794,Colorado,None,0.000,0.000,0.000,2.677,1.123,,,,,,,,,
RICHARDSONII,E1794,Colorado,None,0.000,0.000,0.000,2.797,1.563,,,,,,,,,
GRAYANA,E542,Illinois,None,1.017,0.640,0.000,4.428,1.400,6.086,2.699,1.246,2.181,2.151,2.074,2.444,6.721,515.176
GRAYANA,E542,Illinois,None,1.062,0.727,0.000,4.496,1.346,,,,,1.908,1.266,3.717,6.088,
GRAYANA,E542,Illinois,None,1.494,0.981,0.000,4.952,1.651,,,,,2.160,,2.109,12.161,
GRAYANA,E640,Illinois,None,2.219,0.818,0.000,9.510,3.441,,,,,3.351,,1.161,13.969,743.215
GRAYANA,E640,Illinois,None,1.835,0.829,0.000,9.131,2.694,,,,,,,1.338,13.032,
GRAYANA,E640,Illinois,None,1.878,0.827,0.000,9.211,1.899,,,,,,,1.763,5.566,
RICHARDSONII,E641,Illinois,None,1.276,0.720,0.000,6.544,2.595,9.812,4.833,3.423,2.637,2.524,1.929,3.637,4.343,652.394
RICHARDSONII,E641,Illinois,None,1.197,0.814,0.000,,,,,,,1.231,,4.020,2.506,
RICHARDSONII,E641,Illinois,None,1.136,0.689,0.000,,,,,,,1.686,,3.288,3.384,
HIRSUTICAULIS,E1795,Indiana,None,1.871,0.925,0.000,4.926,2.123,,,,,2.773,1.333,1.143,16.003,255.368
HIRSUTICAULIS,E1795,Indiana,None,1.639,0.916,0.000,3.895,2.090,,,,,2.252,2.718,3.586,13.175,732.890
HIRSUTICAULIS,E1795,Indiana,None,1.894,0.746,0.000,5.221,2.502,,,,,2.534,3.061,2.479,21.973,416.902
GRAYANA,E1796,Indiana,None,1.428,0.718,0.000,9.846,6.625,,,,,2.330,2.422,1.835,9.583,751.312
GRAYANA,E1796,Indiana,None,1.213,0.658,0.000,9.870,5.471,,,,,2.263,2.734,1.509,8.497,662.458
GRAYANA,E1796,Indiana,None,1.322,0.532,0.000,9.081,2.958,,,,,2.043,,1.417,14.193,
GRAYANA,E1781,Iowa,None,1.483,0.710,0.000,4.585,2.775,,,,,2.036,1.673,0.855,9.703,538.415
GRAYANA,E1781,Iowa,None,1.337,0.774,0.000,2.823,1.659,,,,,2.142,1.769,1.847,12.912,
GRAYANA,E1781,Iowa,None,1.367,0.534,0.000,2.855,1.855,,,,,1.126,,2.044,5.862,
GRAYANA,E1787,Iowa,None,1.786,0.681,0.000,6.854,1.681,,,,,1.827,1.601,1.505,21.293,860.534
GRAYANA,E1787,Iowa,None,1.941,0.514,0.000,4.817,2.670,,,,,1.177,,3.300,19.726,
GRAYANA,E1787,Iowa,None,1.326,0.858,0.000,4.495,1.441,,,,,1.868,,3.138,16.718,
GRAYANA,E1785,Iowa,None,2.361,1.113,0.000,5.310,1.620,8.073,4.150,3.259,2.342,1.679,0.810,4.986,11.977,630.359
GRAYANA,E1785,Iowa,None,1.787,0.972,0.000,6.045,2.219,6.308,3.523,2.944,2.215,1.837,,2.453,5.886,527.722
GRAYANA,E1785,Iowa,None,1.688,1.034,0.000,6.298,2.384,8.444,2.244,1.973,2.373,2.307,,3.176,14.425,
GRAYANA,E544,Kansas,None,1.594,0.743,0.000,4.228,2.605,,,,,1.423,,1.515,,489.582
GRAYANA,E544,Kansas,None,1.254,0.970,0.000,3.432,1.739,,,,,2.137,,2.423,,474.596
GRAYANA,E544,Kansas,None,1.653,0.735,0.000,3.918,1.349,,,,,1.875,,1.921,,
GRAYANA,E1797,Kansas,None,1.509,0.949,0.000,4.726,2.412,,,,,2.825,3.067,2.640,10.125,520.352
GRAYANA,E1797,Kansas,None,1.522,0.764,0.000,4.274,2.198,,,,,2.064,,2.867,13.656,
GRAYANA,E1797,Kansas,None,1.257,0.781,0.000,3.464,1.412,,,,,,,2.185,10.816,
RICHARDSONII,E1798,Minnesota,None,1.230,0.957,0.000,4.120,1.717,,,,,,,,,673.574
RICHARDSONII,E1798,Minnesota,None,1.440,0.630,0.000,6.228,2.282,,,,,,,,,
RICHARDSONII,E1798,Minnesota,None,0.988,0.934,0.000,5.935,2.899,,,,,,,,,
GRAYANA,E1799,Missouri,None,1.071,0.923,0.000,6.536,2.297,6.964,1.853,1.193,2.708,4.268,2.181,2.675,8.972,864.034
GRAYANA,E1799,Missouri,None,1.363,0.573,0.000,4.018,1.747,,,,,2.782,3.120,2.617,7.692,874.667
GRAYANA,E1799,Missouri,None,0.978,0.824,0.000,5.267,2.840,,,,,3.399,2.814,3.788,20.136,843.173
GRAYANA,E1800,Missouri,None,1.128,0.878,0.000,4.438,3.350,,,,,1.196,,2.279,13.216,380.751
GRAYANA,E1800,Missouri,None,1.112,0.775,0.000,4.230,2.709,,,,,2.251,,2.563,14.216,
GRAYANA,E1800,Missouri,None,1.344,0.701,0.000,3.323,2.182,,,,,2.291,,2.402,12.407,
HIRSUTICAULIS,E1801,Missouri,,1.374,1.016,0.000,7.577,2.617,5.299,1.702,0.954,2.666,2.636,2.757,2.249,22.426,731.416
HIRSUTICAULIS,E1801,Missouri,,1.714,0.979,0.000,6.398,2.417,4.880,,,2.169,3.461,3.678,2.167,9.999,
HIRSUTICAULIS,E1801,Missouri,,1.300,0.865,0.000,,,6.612,3.356,2.870,2.991,3.908,3.356,5.630,13.242,
RICHARDSONII,E1802,North Dakota,None,1.092,0.626,0.000,4.882,1.969,,,,,,,1.702,,390.524
RICHARDSONII,E1802,North Dakota,None,1.175,0.437,0.000,4.766,2.607,,,,,,,2.251,,
RICHARDSONII,E1802,North Dakota,None,0.879,0.847,0.000,3.048,1.857,,,,,,,1.166,,
RICHARDSONII,E1803,North Dakota,None,1.092,0.766,0.000,9.386,2.954,8.036,3.644,3.190,3.250,1.992,,2.199,3.826,609.680
RICHARDSONII,E1803,North Dakota,None,1.685,0.745,0.000,8.653,3.372,6.975,3.794,2.045,3.104,1.880,,1.263,8.424,
RICHARDSONII,E1803,North Dakota,None,0.959,0.717,0.000,5.116,2.302,,,,,1.036,,1.211,4.008,
GRAYANA,E1804,Oklahoma,None,1.210,0.600,0.000,2.483,1.072,,,,,,,1.853,9.863,751.523
GRAYANA,E1804,Oklahoma,None,1.427,0.714,0.000,4.998,3.163,,,,,,,3.804,7.885,
GRAYANA,E1804,Oklahoma,None,1.210,0.778,0.000,3.549,1.544,,,,,,,1.600,6.305,
RICHARDSONII,E639,Saskatchewan,None,1.052,0.790,0.000,2.664,0.863,,,,,,,1.854,9.571,340.860
RICHARDSONII,E639,Saskatchewan,None,1.087,0.757,0.000,2.190,1.099,,,,,,,2.683,7.067,415.277
RICHARDSONII,E639,Saskatchewan,None,0.948,0.725,0.000,4.792,1.350,,,,,,,4.584,3.985,
GRAYANA,E1789,Wisconsin,None,1.429,0.767,0.000,5.133,2.629,6.108,2.728,2.066,3.328,1.991,1.639,2.804,25.578,634.133
GRAYANA,E1789,Wisconsin,None,1.289,0.890,0.000,4.715,2.526,,,,,2.154,,2.778,16.386,459.467
GRAYANA,E1789,Wisconsin,None,1.699,0.924,0.000,4.027,2.113,,,,,2.584,,2.049,,
GRAYANA,E1790,Wisconsin,None,2.136,1.245,0.000,5.907,2.560,5.055,2.039,1.062,2.657,3.063,2.925,5.057,10.571,680.000
GRAYANA,E1790,Wisconsin,None,2.069,1.136,0.000,7.820,2.774,5.450,2.458,0.726,3.345,2.224,2.429,2.649,7.810,676.717
GRAYANA,E1790,Wisconsin,None,1.576,1.190,0.000,4.876,2.287,5.073,2.083,1.101,2.843,1.802,2.566,2.855,9.659,
GRAYANA,E1791,Wisconsin,None,1.529,1.232,0.000,3.892,2.337,,,,,,3.337,5.104,9.189,826.359
GRAYANA,E1791,Wisconsin,None,1.552,1.078,0.000,5.911,3.301,,,,,,3.455,1.673,8.344,
GRAYANA,E1791,Wisconsin,None,1.402,0.719,0.000,6.563,3.358,,,,,,,5.079,11.857,
RICHARDSONII,E1805,South Dakota,None,,,,,,,,,,,,,,
RICHARDSONII,E1805,South Dakota,None,,,,,,,,,,,,,,
RICHARDSONII,E1805,South Dakota,None,,,,,,,,,,,,,,
BREVIPETALA,A36,Kentucky,None,0.000,0.000,0.000,5.675,1.619,4.057,1.549,0.289,2.941,4.154,5.125,3.150,69.971,753.431
BREVIPETALA,A36,Kentucky,None,0.000,0.000,0.000,5.314,1.201,4.779,1.555,1.016,4.209,2.750,3.077,4.952,71.222,
BREVIPETALA,A36,Kentucky,None,0.000,0.000,0.000,,,3.838,1.595,0.759,3.336,3.610,4.224,4.166,56.527,
BREVIPETALA,A36,Kentucky,Low,0.000,0.000,1.000,5.135,1.697,4.184,1.132,0.620,3.260,3.571,4.103,5.692,50.863,652.103
BREVIPETALA,A36,Kentucky,,0.000,0.000,0.929,5.882,1.601,4.828,0.632,0.535,3.596,3.900,3.966,3.929,36.975,
BREVIPETALA,A36,Kentucky,,0.000,0.000,1.006,,,4.020,0.837,0.745,2.534,3.533,3.572,4.857,51.711,
BREVIPETALA,A36,Kentucky,None,0.000,0.000,1.088,6.114,1.258,4.596,1.327,0.818,3.524,3.860,3.700,7.316,24.659,322.120
BREVIPETALA,A36,Kentucky,,0.000,0.000,0.902,3.913,0.920,3.904,0.563,0.421,2.570,4.863,2.777,8.737,22.951,238.652
BREVIPETALA,A36,Kentucky,,0.000,0.000,0.854,,,3.609,,,2.605,3.752,2.877,7.061,23.410,322.730
BREVIPETALA,A34-1,Tennessee,None,0.000,0.000,0.569,5.566,1.184,4.503,0.885,0.777,2.058,2.592,3.335,4.532,18.622,617.371
BREVIPETALA,A34-1,Tennessee,None,0.000,0.000,0.723,4.335,1.163,3.700,0.957,0.570,2.208,3.495,3.502,4.013,14.654,457.396
BREVIPETALA,A34-1,Tennessee,None,0.000,0.000,0.631,6.023,1.339,3.615,1.061,0.808,2.002,4.328,,7.141,21.399,
BREVIPETALA,A33-6,Tennessee,None,0.000,0.000,0.921,10.175,3.774,3.740,0.859,0.737,3.006,3.821,5.043,5.695,24.188,840.120
BREVIPETALA,A33-6,Tennessee,None,0.000,0.000,1.283,4.730,1.123,3.777,1.164,1.084,3.354,4.491,5.328,4.794,15.360,
BREVIPETALA,A33-6,Tennessee,None,0.000,0.000,1.013,6.696,2.542,3.984,0.991,0.854,3.085,3.738,4.116,4.819,12.592,
CALYCOSA,MF5339,Mississippi,None,0.000,0.000,0.583,4.881,1.189,2.392,1.506,0.791,1.725,3.134,3.664,4.452,11.879,834.196
CALYCOSA,MF5339,Mississippi,None,0.000,0.000,0.701,3.901,1.431,2.576,0.782,0.765,1.881,4.037,2.917,2.423,9.337,
CALYCOSA,MF5339,Mississippi,,0.000,0.000,0.349,4.851,1.774,,,,,3.929,3.269,2.909,8.235,
CALYCOSA,A3,Alabama,High,0.000,0.000,,4.340,1.712,,,,,3.110,4.160,4.447,30.727,717.116
CALYCOSA,A3,Alabama,Medium,0.000,0.000,,4.652,1.166,,,,,2.652,,3.214,22.697,769.430
CALYCOSA,A3,Alabama,Low,0.000,0.000,,5.308,0.936,,,,,,,2.678,23.042,
CALYCOSA,A2,Alabama,Medium,0.000,0.000,0.531,5.184,1.898,2.676,1.232,1.147,2.030,2.247,,4.050,16.797,636.781
CALYCOSA,A2,Alabama,Low,0.000,0.000,0.485,4.782,1.535,2.770,1.618,1.612,1.458,2.314,,2.534,12.669,
CALYCOSA,A2,Alabama,Low,0.000,0.000,0.643,4.969,1.834,,,,,3.307,,2.139,12.927,
CALYCOSA,A1,Alabama,None,0.000,0.000,0.843,3.722,1.995,2.326,1.140,0.733,1.406,2.489,2.917,4.163,20.536,534.348
CALYCOSA,A1,Alabama,,0.000,0.000,0.675,4.268,1.846,,,,,2.695,,6.625,14.174,
CALYCOSA,A1,Alabama,,0.000,0.000,0.414,4.414,1.621,,,,,2.890,,4.171,15.654,
CALYCOSA,A29-3,Mississippi,None,0.000,0.000,,3.598,1.426,3.420,1.044,0.456,2.344,3.994,3.707,4.163,23.713,791.320
CALYCOSA,A29-3,Mississippi,None,0.000,0.000,,3.604,0.896,3.953,1.381,1.279,2.158,3.795,3.513,3.956,13.515,
CALYCOSA,A29-3,Mississippi,None,0.000,0.000,,4.472,1.077,2.649,1.096,1.067,2.533,5.450,5.421,4.359,18.315,
CALYCOSA,A28-3,Mississippi,None,0.000,0.000,0.837,4.607,1.733,3.535,0.909,0.741,2.082,3.604,3.744,4.180,27.602,742.313
CALYCOSA,A28-3,Mississippi,Low,0.000,0.000,0.631,4.725,1.595,2.923,0.934,0.796,3.231,2.990,4.133,5.674,17.510,
CALYCOSA,A28-3,Mississippi,Medium,0.000,0.000,0.876,4.400,1.534,3.186,1.360,0.697,1.999,3.311,3.847,5.776,15.307,
HIRSUTICAULIS,A32-1,Tennessee,Low,3.542,1.972,1.370,5.466,2.386,4.659,1.754,1.625,1.595,4.085,4.443,3.051,18.366,668.479
HIRSUTICAULIS,A32-1,Tennessee,None,2.760,1.821,1.234,3.324,1.389,3.674,1.811,1.104,1.589,3.821,4.525,2.290,16.217,539.643
HIRSUTICAULIS,A32-1,Tennessee,Low,2.586,1.782,1.291,5.560,2.024,3.759,1.553,1.093,1.808,3.517,4.090,2.828,15.074,
HIRSUTICAULIS,A40-2,Illinois,None,2.655,1.957,0.924,3.251,1.449,3.997,2.122,1.045,2.486,3.935,3.785,2.337,29.979,704.586
HIRSUTICAULIS,A40-2,Illinois,Low,2.342,1.791,0.724,3.282,1.373,3.412,1.467,1.099,1.289,3.853,4.430,2.020,36.683,852.656
HIRSUTICAULIS,A40-2,Illinois,None,2.266,1.734,0.693,3.749,1.513,4.297,1.462,0.944,2.324,3.592,3.771,1.662,23.616,
HIRSUTICAULIS,A38-2,Kentucky,None,2.403,1.660,1.019,4.297,1.238,3.759,1.116,1.048,3.347,3.788,5.121,3.152,49.824,723.868
HIRSUTICAULIS,A38-2,Kentucky,None,1.991,1.189,1.049,6.457,1.325,4.021,1.096,0.996,2.760,4.147,5.305,2.934,36.332,733.988
HIRSUTICAULIS,A38-2,Kentucky,None,1.958,1.227,1.156,4.588,1.358,4.775,1.121,0.633,2.860,3.198,3.536,3.555,26.232,
HIRSUTICAULIS,A39-1,Kentucky,None,2.125,1.640,0.902,7.247,1.162,3.868,0.932,0.539,2.315,4.810,5.264,2.962,32.093,849.775
HIRSUTICAULIS,A39-1,Kentucky,None,2.150,1.842,1.115,9.467,1.550,4.765,1.463,1.437,2.374,4.766,4.389,3.715,24.686,
HIRSUTICAULIS,A39-1,Kentucky,None,2.215,1.263,0.973,9.633,1.694,3.485,1.346,0.910,2.838,3.865,4.089,2.691,18.479,
HIRSUTICAULIS,A47-3,Arkansas,None,1.920,1.474,0.000,4.810,1.398,5.892,2.004,1.510,3.460,4.728,5.679,3.872,27.440,615.176
HIRSUTICAULIS,A47-3,Arkansas,None,1.812,1.438,0.000,4.508,0.978,4.555,2.287,1.575,2.370,3.854,3.704,4.914,14.461,
HIRSUTICAULIS,A47-3,Arkansas,None,1.725,1.227,0.000,4.041,1.139,5.776,1.543,1.472,3.159,4.722,2.579,5.359,12.121,
HIRSUTICAULIS,A49-12,Arkansas,None,3.399,1.337,0.000,8.605,2.490,5.182,1.953,1.246,2.847,2.942,3.313,3.902,27.372,806.274
HIRSUTICAULIS,A49-12,Arkansas,None,2.744,1.904,0.000,7.831,2.429,4.462,1.016,0.720,2.298,3.678,4.706,3.922,43.830,815.088
HIRSUTICAULIS,A49-12,Arkansas,None,2.681,1.638,0.000,4.381,1.843,4.308,1.596,0.723,2.781,3.234,2.071,2.785,21.801,796.350
HIRSUTICAULIS,A49-11,Arkansas,None,2.212,1.413,0.000,5.728,1.909,4.144,1.457,0.937,2.359,3.286,2.760,1.680,30.838,758.360
HIRSUTICAULIS,A49-11,Arkansas,None,2.580,1.122,0.000,4.979,1.422,3.835,1.397,0.557,2.227,3.124,2.357,2.450,20.204,
HIRSUTICAULIS,A49-11,Arkansas,None,2.123,1.060,0.000,3.250,1.316,4.063,1.020,1.544,1.957,3.376,3.165,2.220,13.546,
HIRSUTICAULIS,A41-1,Missouri,None,1.650,0.875,0.000,1.525,2.684,3.264,1.268,1.023,1.425,3.366,2.717,8.751,21.037,
HIRSUTICAULIS,A41-1,Missouri,None,1.591,0.991,0.000,3.085,1.408,3.939,1.842,1.548,2.741,3.506,2.855,2.532,17.695,
HIRSUTICAULIS,A41-1,Missouri,None,2.083,0.802,0.000,4.603,1.981,,,,,3.801,2.455,1.609,16.488,
HIRSUTICAULIS,A41-1,Missouri,None,2.161,1.017,0.000,3.105,1.443,4.186,1.477,1.323,2.176,2.207,3.675,1.428,24.799,926.578
HIRSUTICAULIS,A41-1,Missouri,None,2.033,1.023,0.000,4.477,1.972,4.613,1.916,1.365,2.626,4.116,4.624,1.762,14.348,
HIRSUTICAULIS,A41-1,Missouri,None,2.152,1.077,0.000,4.612,1.847,4.417,1.540,1.146,2.609,3.548,3.385,1.773,15.894,
HIRSUTICAULIS,A41-1,Missouri,None,1.694,1.168,0.000,6.729,2.184,3.805,1.660,1.459,2.291,3.155,3.508,2.141,31.797,
HIRSUTICAULIS,A41-1,Missouri,None,1.685,1.183,0.000,6.247,1.926,3.558,1.411,1.317,1.571,3.787,3.340,1.719,28.668,
HIRSUTICAULIS,A41-1,Missouri,None,1.448,1.095,0.000,3.869,1.226,4.518,1.557,1.531,2.106,3.142,3.384,2.578,36.546,
BREVIPETALA,A10-2,Indiana,Medium,0.000,0.000,1.455,4.764,1.082,3.688,1.043,0.688,2.686,4.482,3.925,2.338,6.633,438.925
BREVIPETALA,A10-2,Indiana,Medium,0.000,0.000,1.077,3.744,0.371,4.424,1.091,0.630,3.075,4.441,4.428,1.573,16.478,343.415
BREVIPETALA,A10-2,Indiana,Medium,0.000,0.000,0.899,3.735,0.595,5.659,2.011,1.310,2.921,4.830,3.508,2.135,4.908,
HIRSUTICAULIS,A13-2,Illinois,None,,,1.049,1.605,0.375,3.905,1.396,0.883,3.133,,,2.819,5.986,713.649
HIRSUTICAULIS,A13-2,Illinois,None,,,1.126,2.899,0.710,3.950,2.330,1.910,2.837,,,2.978,5.975,
HIRSUTICAULIS,A13-2,Illinois,None,,,0.526,1.067,0.340,4.586,1.143,0.888,3.209,,,3.014,2.306,
HIRSUTICAULIS,A14,Illinois,,1.048,0.971,,2.036,0.381,5.276,2.120,2.002,2.050,3.430,,3.131,2.662,601.131
HIRSUTICAULIS,A14,Illinois,,1.591,0.784,,2.065,0.456,,,,,,,2.067,11.258,
HIRSUTICAULIS,A14,Illinois,,1.181,0.943,,1.751,0.270,,,,,,,2.319,12.909,
HIRSUTICAULIS,A15-1,Missouri,,1.543,0.910,,2.195,0.472,,,,,,,2.533,16.941,557.427
HIRSUTICAULIS,A15-1,Missouri,,1.503,0.796,,1.505,0.488,4.026,2.194,1.911,1.909,1.938,,2.443,20.555,454.621
HIRSUTICAULIS,A15-1,Missouri,,1.614,0.912,,4.000,0.627,,,,,,,3.293,14.183,401.998
RICHARDSONII,A17-1,Wisconsin,,1.482,0.442,,4.113,1.815,,,,,,,2.599,10.136,391.724
RICHARDSONII,A17-1,Wisconsin,,1.064,0.826,,2.258,0.569,,,,,,,2.453,6.432,272.047
RICHARDSONII,A17-1,Wisconsin,,0.939,0.928,,2.626,0.588,,,,,,,2.778,7.362,547.477
CALYCOSA,A28-3,Mississippi,,0.000,0.000,,3.492,0.958,2.443,1.161,0.803,1.807,3.764,,5.168,26.729,373.809
CALYCOSA,A28-3,Mississippi,,0.000,0.000,,2.480,0.603,,,,,,,2.216,14.590,725.896
CALYCOSA,A28-3,Mississippi,,0.000,0.000,,2.695,0.730,,,,,,,5.184,16.916,
HIRSUTICAULIS,A32-1,Tennessee,,1.790,0.785,0.588,2.759,0.919,2.527,1.310,1.201,1.723,3.184,4.696,2.600,15.551,357.994
HIRSUTICAULIS,A32-1,Tennessee,,2.390,0.641,0.612,3.128,0.702,2.387,1.051,0.899,1.636,3.992,3.721,2.894,17.984,263.764
HIRSUTICAULIS,A32-1,Tennessee,,1.729,1.181,0.742,2.855,0.566,,,,,,,3.338,16.243,276.497
BREVIPETALA,A34-1,Tennessee,,0.000,0.000,0.937,3.276,0.749,2.694,1.207,1.108,2.527,4.054,,5.556,17.588,692.997
BREVIPETALA,A34-1,Tennessee,,0.000,0.000,0.952,3.847,1.468,,,,,,,2.733,21.722,520.311
BREVIPETALA,A34-1,Tennessee,,0.000,0.000,0.846,2.653,0.870,,,,,,,3.238,14.788,
BREVIPETALA,A36,Kentucky,,0.000,0.000,1.114,2.365,0.579,3.000,0.606,0.595,2.288,3.448,2.887,3.795,29.816,770.839
BREVIPETALA,A36,Kentucky,,0.000,0.000,0.795,2.358,0.370,2.571,2.127,1.979,2.077,3.662,3.685,3.462,3.800,
BREVIPETALA,A36,Kentucky,,0.000,0.000,0.998,3.461,0.706,3.422,1.488,1.455,2.500,3.498,,5.171,23.290,
HIRSUTICAULIS,A40-2,Illinois,,2.203,1.361,0.732,2.129,1.304,3.029,1.460,0.864,2.045,4.111,,1.850,34.656,700.834
HIRSUTICAULIS,A40-2,Illinois,,1.852,1.258,0.788,4.018,1.657,2.697,1.364,1.282,1.159,3.241,,2.211,29.995,389.531
HIRSUTICAULIS,A40-2,Illinois,,1.658,0.922,0.673,3.097,1.310,2.504,1.214,0.940,1.895,,,1.984,22.645,
HIRSUTICAULIS,A42,,,,,,,,,,,,,,,,
HIRSUTICAULIS,A43,,,,,,,,,,,,,,,,
HIRSUTICAULIS,A44-1,Missouri,,1.085,0.649,1.043,2.982,0.765,4.678,2.162,1.854,2.048,,,1.569,6.303,187.589
HIRSUTICAULIS,A44-1,Missouri,,1.349,0.985,0.971,3.878,1.406,,,,,,,,1.155,
HIRSUTICAULIS,A44-1,Missouri,,1.076,0.890,0.834,1.347,0.510,,,,,,,,1.600,
HIRSUTICAULIS,A46-2,Arkansas,,,,,1.795,0.546,2.816,1.748,1.444,2.304,3.549,,1.846,19.226,707.266
HIRSUTICAULIS,A46-2,Arkansas,,,,,2.121,0.441,2.340,1.278,1.096,1.937,3.933,,1.887,16.869,
HIRSUTICAULIS,A46-2,Arkansas,,,,,2.454,0.737,2.941,0.984,0.881,1.898,,,2.343,16.536,
HIRSUTICAULIS,A48,Arkansas,,0.873,0.628,,3.163,0.792,2.894,1.302,0.978,1.691,4.222,,1.992,34.210,872.880
HIRSUTICAULIS,A48,Arkansas,,1.122,0.932,,3.044,0.344,,,,,,,2.040,23.495,
HIRSUTICAULIS,A48,Arkansas,,1.806,0.570,,2.592,0.611,,,,,,,1.397,22.250,
